"from","to","node1_string_internal_id","node2_string_internal_id","node1_external_id","node2_external_id","neighborhood_on_chromosome","gene_fusion","phylogenetic_cooccurrence","homology","coexpression","experimentally_determined_interaction","database_annotated","automated_textmining","combined_score","Tipo"
"BRCA1","TPX2",1861387,1848175,"9606.ENSP00000418960","9606.ENSP00000300403",0,0,0,0,0.344,0.336,0,0.353,0.693,"Pancreas"
"ATM","CCNB1",1846577,1844435,"9606.ENSP00000278616","9606.ENSP00000256442",0,0,0,0,0.053,0.049,0,0.67,0.677,"Pancreas"
"STK11","KRAS",1850687,1844404,"9606.ENSP00000324856","9606.ENSP00000256078",0,0,0,0,0.059,0.17,0,0.614,0.672,"Pancreas"
"CDKN2A","ATM",1859838,1846577,"9606.ENSP00000394932","9606.ENSP00000278616",0,0,0,0,0,0.048,0,0.667,0.67,"Pancreas"
"MSH6","BRCA2",1857163,1843401,"9606.ENSP00000369497","9606.ENSP00000234420",0,0,0,0,0.101,0,0,0.63,0.653,"Pancreas"
"CDKN2A","CCNB1",1859838,1844435,"9606.ENSP00000394932","9606.ENSP00000256442",0,0,0,0,0.052,0.146,0,0.594,0.642,"Pancreas"
"MSH2","KRAS",1844404,1843341,"9606.ENSP00000256078","9606.ENSP00000233146",0,0,0,0,0,0,0,0.633,0.633,"Pancreas"
"CDKN2A","BRCA2",1859838,1857163,"9606.ENSP00000394932","9606.ENSP00000369497",0,0,0,0,0.054,0,0,0.628,0.633,"Pancreas"
"MSH6","BARD1",1844829,1843401,"9606.ENSP00000260947","9606.ENSP00000234420",0,0,0,0,0.152,0.329,0,0.364,0.607,"Pancreas"
"PMS2","BRCA2",1857163,1845816,"9606.ENSP00000369497","9606.ENSP00000265849",0,0,0,0,0.137,0.118,0,0.516,0.6,"Pancreas"
"MSH2","BARD1",1844829,1843341,"9606.ENSP00000260947","9606.ENSP00000233146",0,0,0,0,0.17,0.329,0,0.325,0.591,"Pancreas"
"TPX2","BARD1",1848175,1844829,"9606.ENSP00000300403","9606.ENSP00000260947",0,0,0,0,0.158,0,0,0.527,0.585,"Pancreas"
"MSH2","CCNB1",1844435,1843341,"9606.ENSP00000256442","9606.ENSP00000233146",0,0,0,0,0.466,0,0,0.244,0.579,"Pancreas"
"CDKN2A","STK11",1859838,1850687,"9606.ENSP00000394932","9606.ENSP00000324856",0.048,0,0,0,0.056,0.17,0,0.497,0.575,"Pancreas"
"BRCA2","KRAS",1857163,1844404,"9606.ENSP00000369497","9606.ENSP00000256078",0,0,0,0,0.042,0,0,0.574,0.574,"Pancreas"
"TP53","KIF23",1846083,1844781,"9606.ENSP00000269305","9606.ENSP00000260363",0,0,0,0,0,0.068,0,0.541,0.554,"Pancreas"
"CENPF","BRCA1",1861387,1854480,"9606.ENSP00000418960","9606.ENSP00000355922",0,0,0,0,0.419,0,0,0.249,0.545,"Pancreas"
"PMS2","BRCA1",1861387,1845816,"9606.ENSP00000418960","9606.ENSP00000265849",0,0,0,0,0,0.134,0,0.493,0.542,"Pancreas"
"MSH6","KRAS",1844404,1843401,"9606.ENSP00000256078","9606.ENSP00000234420",0,0,0,0,0.044,0,0,0.537,0.539,"Pancreas"
"BRCA2","STK11",1857163,1850687,"9606.ENSP00000369497","9606.ENSP00000324856",0,0,0,0,0.055,0,0,0.53,0.536,"Pancreas"
"RACGAP1","KRAS",1849236,1844404,"9606.ENSP00000309871","9606.ENSP00000256078",0,0,0,0,0.056,0.1,0,0.495,0.534,"Pancreas"
"STK11","MLH1",1850687,1843304,"9606.ENSP00000324856","9606.ENSP00000231790",0.064,0,0,0,0.053,0,0,0.514,0.531,"Pancreas"
"BRCA1","KRAS",1861387,1844404,"9606.ENSP00000418960","9606.ENSP00000256078",0,0,0,0,0,0,0,0.53,0.53,"Pancreas"
"CDKN2A","CCNA2",1859838,1846354,"9606.ENSP00000394932","9606.ENSP00000274026",0,0,0,0,0.086,0.146,0,0.435,0.52,"Pancreas"
"CDKN2A","MSH2",1859838,1843341,"9606.ENSP00000394932","9606.ENSP00000233146",0,0,0,0,0,0,0,0.519,0.519,"Pancreas"
"TP53","RNF168",1850293,1846083,"9606.ENSP00000320898","9606.ENSP00000269305",0,0,0,0,0,0.324,0,0.29,0.5,"Pancreas"
"BRCA1","DLGAP5",1861387,1843859,"9606.ENSP00000418960","9606.ENSP00000247191",0,0,0,0,0.436,0,0,0.142,0.496,"Pancreas"
"BRCA1","STK11",1861387,1850687,"9606.ENSP00000418960","9606.ENSP00000324856",0,0,0,0,0.042,0,0,0.49,0.49,"Pancreas"
"BARD1","MLH1",1844829,1843304,"9606.ENSP00000260947","9606.ENSP00000231790",0,0,0,0,0.182,0.194,0,0.288,0.49,"Pancreas"
"ATM","KRAS",1846577,1844404,"9606.ENSP00000278616","9606.ENSP00000256078",0,0,0,0,0.089,0,0,0.454,0.481,"Pancreas"
"RACGAP1","BRCA1",1861387,1849236,"9606.ENSP00000418960","9606.ENSP00000309871",0,0,0,0,0.405,0,0,0.161,0.479,"Pancreas"
"CCNA2","BRCA2",1857163,1846354,"9606.ENSP00000369497","9606.ENSP00000274026",0,0,0,0,0.133,0.325,0,0.173,0.474,"Pancreas"
"PMS2","KRAS",1845816,1844404,"9606.ENSP00000265849","9606.ENSP00000256078",0,0,0,0,0,0,0,0.469,0.469,"Pancreas"
"MSH2","STK11",1850687,1843341,"9606.ENSP00000324856","9606.ENSP00000233146",0,0,0,0,0.056,0.042,0,0.458,0.467,"Pancreas"
"BRCA1","NEK2",1861387,1854493,"9606.ENSP00000418960","9606.ENSP00000355966",0,0,0,0,0.301,0,0,0.25,0.453,"Pancreas"
"TP53","LGALS1",1846083,1842521,"9606.ENSP00000269305","9606.ENSP00000215909",0,0,0,0,0,0,0,0.441,0.441,"Pancreas"
"KRT19","KRAS",1854304,1844404,"9606.ENSP00000355124","9606.ENSP00000256078",0,0,0,0,0,0,0,0.441,0.441,"Pancreas"
"TP53","PALB2",1846083,1844940,"9606.ENSP00000269305","9606.ENSP00000261584",0,0,0,0,0,0,0,0.44,0.44,"Pancreas"
"MSH6","PALB2",1844940,1843401,"9606.ENSP00000261584","9606.ENSP00000234420",0,0,0,0,0.102,0,0,0.399,0.437,"Pancreas"
"CDKN2A","MSH6",1859838,1843401,"9606.ENSP00000394932","9606.ENSP00000234420",0,0,0,0,0,0,0,0.429,0.429,"Pancreas"
"MSH2","PALB2",1844940,1843341,"9606.ENSP00000261584","9606.ENSP00000233146",0,0,0,0,0.11,0,0,0.38,0.424,"Pancreas"
"MSH6","CCNB1",1844435,1843401,"9606.ENSP00000256442","9606.ENSP00000234420",0,0,0,0,0.277,0,0,0.234,0.423,"Pancreas"
"CDKN2A","KRT19",1859838,1854304,"9606.ENSP00000394932","9606.ENSP00000355124",0,0,0,0,0,0.12,0,0.365,0.417,"Pancreas"
"STK11","PRSS1",1850687,1849102,"9606.ENSP00000324856","9606.ENSP00000308720",0,0,0,0,0,0.111,0,0.368,0.414,"Pancreas"
"TP53","RACGAP1",1849236,1846083,"9606.ENSP00000309871","9606.ENSP00000269305",0,0,0,0,0.078,0,0,0.385,0.409,"Pancreas"
"STK11","PALB2",1850687,1844940,"9606.ENSP00000324856","9606.ENSP00000261584",0,0,0,0,0,0,0,0.408,0.408,"Pancreas"
"MSH6","STK11",1850687,1843401,"9606.ENSP00000324856","9606.ENSP00000234420",0,0,0,0,0.052,0.042,0,0.398,0.406,"Pancreas"
"CENPF","MSH2",1854480,1843341,"9606.ENSP00000355922","9606.ENSP00000233146",0,0,0,0,0.401,0,0,0.05,0.406,"Pancreas"
"CCNB1","KRAS",1844435,1844404,"9606.ENSP00000256442","9606.ENSP00000256078",0,0,0,0,0.072,0.115,0,0.333,0.404,"Pancreas"
"NANOG","SOX2",1850559,1843195,"9606.ENSP00000323588","9606.ENSP00000229307",0,0,0,0,0.135,0.23,0.9,0.99,0.999,"Pulmon"
"NANOG","POU5F1",1844736,1843195,"9606.ENSP00000259915","9606.ENSP00000229307",0,0,0,0,0.156,0.137,0.9,0.99,0.999,"Pulmon"
"SOX2","POU5F1",1850559,1844736,"9606.ENSP00000323588","9606.ENSP00000259915",0,0,0,0,0.1,0.407,0.9,0.976,0.998,"Pulmon"
"BCL2","MAPK8",1853988,1851168,"9606.ENSP00000353483","9606.ENSP00000329623",0,0,0,0,0,0.368,0.9,0.921,0.994,"Pulmon"
"BCL2","CASP3",1851168,1849375,"9606.ENSP00000329623","9606.ENSP00000311032",0,0,0,0,0.054,0.428,0,0.974,0.985,"Pulmon"
"HLA-DPB1","HLA-DQA1",1860705,1852213,"9606.ENSP00000408146","9606.ENSP00000339398",0,0,0,0.682,0.269,0.866,0.8,0.883,0.984,"Pulmon"
"MAPK8","BAX",1853988,1847402,"9606.ENSP00000353483","9606.ENSP00000293288",0,0,0,0,0,0,0.9,0.846,0.984,"Pulmon"
"CASP3","MAPK14",1849375,1843222,"9606.ENSP00000311032","9606.ENSP00000229794",0,0,0,0,0.053,0.188,0.9,0.625,0.967,"Pulmon"
"CASP3","BAX",1849375,1847402,"9606.ENSP00000311032","9606.ENSP00000293288",0,0,0,0,0.047,0.329,0,0.95,0.965,"Pulmon"
"HLA-B","HLA-C",1860141,1856460,"9606.ENSP00000399168","9606.ENSP00000365402",0,0,0,0.983,0.105,0.599,0.9,0.97,0.961,"Pulmon"
"EHMT2","TTF1",1856323,1851645,"9606.ENSP00000364687","9606.ENSP00000333920",0,0,0,0,0.056,0.537,0.9,0.212,0.96,"Pulmon"
"HLA-A","CD8A",1856558,1846863,"9606.ENSP00000366005","9606.ENSP00000283635",0,0,0,0,0.048,0.449,0.9,0.311,0.959,"Pulmon"
"BCL2","BAX",1851168,1847402,"9606.ENSP00000329623","9606.ENSP00000293288",0,0,0,0.686,0,0.43,0.9,0.978,0.958,"Pulmon"
"HLA-C","CD8A",1856460,1846863,"9606.ENSP00000365402","9606.ENSP00000283635",0,0,0,0,0.048,0.446,0.9,0.237,0.954,"Pulmon"
"HLA-B","CD8A",1860141,1846863,"9606.ENSP00000399168","9606.ENSP00000283635",0,0,0,0,0.048,0.446,0.9,0.237,0.954,"Pulmon"
"MAPK8","MAPK14",1853988,1843222,"9606.ENSP00000353483","9606.ENSP00000229794",0,0,0.354,0.935,0.092,0.36,0.9,0.923,0.941,"Pulmon"
"HLA-A","HLA-C",1856558,1856460,"9606.ENSP00000366005","9606.ENSP00000365402",0,0,0,0.983,0,0.417,0.9,0.958,0.94,"Pulmon"
"HLA-DPB1","HLA-A",1860705,1856558,"9606.ENSP00000408146","9606.ENSP00000366005",0,0,0,0.682,0.067,0,0.9,0.821,0.927,"Pulmon"
"HLA-DPB1","HLA-B",1860705,1860141,"9606.ENSP00000408146","9606.ENSP00000399168",0,0,0,0.679,0.056,0,0.9,0.716,0.923,"Pulmon"
"HLA-DPB1","HLA-C",1860705,1856460,"9606.ENSP00000408146","9606.ENSP00000365402",0,0,0,0.658,0.056,0,0.9,0.664,0.923,"Pulmon"
"HLA-B","HLA-A",1860141,1856558,"9606.ENSP00000399168","9606.ENSP00000366005",0,0,0,0.985,0,0.2,0.9,0.973,0.917,"Pulmon"
"TP63","BAX",1847402,1845611,"9606.ENSP00000293288","9606.ENSP00000264731",0,0,0,0,0,0,0.9,0.185,0.915,"Pulmon"
"HLA-DPB1","CD274",1860705,1857401,"9606.ENSP00000408146","9606.ENSP00000370989",0,0,0,0,0.055,0,0.9,0.103,0.907,"Pulmon"
"MAPK8","CASP3",1853988,1849375,"9606.ENSP00000353483","9606.ENSP00000311032",0,0,0,0,0.054,0.285,0,0.841,0.883,"Pulmon"
"PDPK1","PDK1",1852785,1846769,"9606.ENSP00000344220","9606.ENSP00000282077",0,0,0,0,0.054,0.774,0,0.322,0.843,"Pulmon"
"BCL2","MAPK14",1851168,1843222,"9606.ENSP00000329623","9606.ENSP00000229794",0,0,0,0,0.044,0.36,0,0.726,0.818,"Pulmon"
"HLA-A","HLA-DQA1",1856558,1852213,"9606.ENSP00000366005","9606.ENSP00000339398",0,0,0,0,0.049,0.198,0,0.719,0.767,"Pulmon"
"MAPK8","DECR1",1853988,1842800,"9606.ENSP00000353483","9606.ENSP00000220764",0,0,0,0,0,0.097,0,0.663,0.682,"Pulmon"
"CASP3","DECR1",1849375,1842800,"9606.ENSP00000311032","9606.ENSP00000220764",0,0,0,0,0,0,0,0.663,0.663,"Pulmon"
"DUSP26","MAPK14",1844418,1843222,"9606.ENSP00000256261","9606.ENSP00000229794",0,0,0,0,0.053,0.498,0,0.295,0.635,"Pulmon"
"BCL2","DECR1",1851168,1842800,"9606.ENSP00000329623","9606.ENSP00000220764",0,0,0,0,0,0,0,0.628,0.628,"Pulmon"
"HLA-C","HLA-DQA1",1856460,1852213,"9606.ENSP00000365402","9606.ENSP00000339398",0,0,0,0,0.047,0.109,0,0.574,0.606,"Pulmon"
"POU5F1","EZH2",1850211,1844736,"9606.ENSP00000320147","9606.ENSP00000259915",0,0,0,0,0,0.187,0,0.514,0.589,"Pulmon"
"EHMT2","MAPK14",1856323,1843222,"9606.ENSP00000364687","9606.ENSP00000229794",0,0,0,0,0.053,0.395,0,0.299,0.563,"Pulmon"
"MAPK14","DECR1",1843222,1842800,"9606.ENSP00000229794","9606.ENSP00000220764",0,0,0,0,0.072,0.049,0,0.537,0.556,"Pulmon"
"EHMT2","DNMT3L",1856323,1846134,"9606.ENSP00000364687","9606.ENSP00000270172",0,0,0,0,0,0.137,0,0.504,0.553,"Pulmon"
"NANOG","EZH2",1850211,1843195,"9606.ENSP00000320147","9606.ENSP00000229307",0,0,0,0,0.101,0.064,0,0.509,0.55,"Pulmon"
"POU5F1","MAPK8",1853988,1844736,"9606.ENSP00000353483","9606.ENSP00000259915",0,0,0,0,0,0,0,0.544,0.544,"Pulmon"
"POU5F1","EHMT2",1856323,1844736,"9606.ENSP00000364687","9606.ENSP00000259915",0,0,0,0,0,0.187,0,0.446,0.531,"Pulmon"
"MAPK8","CD274",1857401,1853988,"9606.ENSP00000370989","9606.ENSP00000353483",0,0,0,0,0,0,0,0.531,0.531,"Pulmon"
"EZH2","DNMT3L",1850211,1846134,"9606.ENSP00000320147","9606.ENSP00000270172",0,0,0,0,0,0.119,0,0.489,0.53,"Pulmon"
"EHMT2","CBX5",1856323,1842455,"9606.ENSP00000364687","9606.ENSP00000209875",0,0,0,0,0,0.36,0,0.272,0.514,"Pulmon"
"BAX","DECR1",1847402,1842800,"9606.ENSP00000293288","9606.ENSP00000220764",0,0,0,0,0,0,0,0.5,0.499,"Pulmon"
"SOX2","EZH2",1850559,1850211,"9606.ENSP00000323588","9606.ENSP00000320147",0,0,0,0,0,0,0,0.492,0.491,"Pulmon"
"TP63","KRT5",1845611,1844111,"9606.ENSP00000264731","9606.ENSP00000252242",0,0,0,0,0.199,0.134,0,0.323,0.489,"Pulmon"
"NANOG","EHMT2",1856323,1843195,"9606.ENSP00000364687","9606.ENSP00000229307",0,0,0,0,0,0.095,0,0.445,0.477,"Pulmon"
"NANOG","DNMT3L",1846134,1843195,"9606.ENSP00000270172","9606.ENSP00000229307",0,0,0,0,0.053,0.068,0,0.449,0.471,"Pulmon"
"EHMT2","EZH2",1856323,1850211,"9606.ENSP00000364687","9606.ENSP00000320147",0,0,0,0.62,0.054,0.223,0,0.819,0.47,"Pulmon"
"MAPK8","PDPK1",1853988,1852785,"9606.ENSP00000353483","9606.ENSP00000344220",0,0,0.282,0.649,0.051,0.324,0,0.372,0.464,"Pulmon"
"POU5F1","DNMT3L",1846134,1844736,"9606.ENSP00000270172","9606.ENSP00000259915",0,0,0,0,0.052,0.058,0,0.441,0.457,"Pulmon"
"SOX2","EHMT2",1856323,1850559,"9606.ENSP00000364687","9606.ENSP00000323588",0,0,0,0,0,0.137,0,0.388,0.449,"Pulmon"
"KRT5","CEACAM5",1844111,1842876,"9606.ENSP00000252242","9606.ENSP00000221992",0,0,0,0,0,0,0,0.442,0.442,"Pulmon"
"SOX2","CASP3",1850559,1849375,"9606.ENSP00000323588","9606.ENSP00000311032",0,0,0,0,0,0,0,0.415,0.414,"Pulmon"
"BCL2","CEACAM5",1851168,1842876,"9606.ENSP00000329623","9606.ENSP00000221992",0,0,0,0,0,0,0,0.408,0.408,"Pulmon"
"BCL2","KRT5",1851168,1844111,"9606.ENSP00000329623","9606.ENSP00000252242",0,0,0,0,0,0,0,0.4,0.4,"Pulmon"
